 time t = 0
 6992843.28438 0 -1 10000 3  0
 11729763725.5 0 0 41148.3848 3  14
 time t = 2.64446113202e-011
 52231727.3792 0 -1 41148.3848 14  2
 52222950.2705 0 -1 41148.3848 14  3
 208890449.9 0 -1 41148.3848 14  4
 1843298944.72 0 0 41148.3848 14  2
 time t = 4.7648283071e-010
 6992843.28438 0 -1 10000 2  0
 3385043589.79 0 0 41148.3848 2  6
 117853058.895 0 0 41148.3848 2  7
 5572744289.76 0 0 41148.3848 2  8
 1948407516.36 0 0 41148.3848 2  13
 6559969.5421 0 0 41148.3848 2  14
 time t = 5.44722196334e-010
 104445365.365 0 -1 41148.0561 6  2
 104445365.357 0 -1 41148.0561 6  3
 104445365.361 0 -1 41148.0561 6  4
 3826430985.57 0 0 41148.3848 6  2
 time t = 5.79637270363e-010
 6992843.28438 0 -1 10000 2  0
 3385043589.51 0 0 41148.3848 2  6
 5690597348.2 0 0 41148.3848 2  7
 1953072246.98 0 0 41148.3848 2  13
 1895238.93046 0 0 41148.3848 2  15
 time t = 6.44930348441e-010
 141743154.93 0 -1 41148.23871 7  2
 141743154.944 0 -1 41148.23871 7  3
 29856075.9917 0 -1 41148.23871 7  4
 4723391854.27 0 0 41148.3848 7  2
 556013941.977 0 0 41148.3848 7  4
 time t = 6.81384719409e-010
 6992843.28438 0 -1 10000 2  0
 3385043589.21 0 0 41148.3848 2  6
 2186158680.48 0 0 41148.3848 2  7
 3504438668.75 0 0 41148.3848 2  8
 4691627.50635 0 0 41148.3848 2  14
 1950275858.4 0 0 41148.3848 2  15
 time t = 8.20787951638e-010
 104445365.358 0 -1 41148.0561 6  2
 104445365.364 0 -1 41148.0561 6  3
 104445365.361 0 -1 41148.0561 6  4
 3826430985.31 0 0 41148.3848 6  2
 time t = 1.28554343023e-009
 6992843.28438 0 -1 10000 2  0
 3385043589.51 0 0 41148.3848 2  6
 8072737.33001 0 0 41148.3848 2  8
 5682524611.77 0 0 41148.3848 2  9
 49958397.9467 0 0 41148.3848 2  15
 1905009087.89 0 0 41148.3848 2  16
 time t = 1.34730384056e-009
 78336225.407 0 -1 41148.23871 9  2
 78336225.4071 0 -1 41148.23871 9  3
 156669935.051 0 -1 41148.23871 9  4
 46851.2531937 0 0 41148.3848 9  2
 2917686443.48 0 0 41148.3848 9  4
 time t = 1.84730384056e-009
 78335596.4626 0 -1 41148.23871 9  2
 78335596.4627 0 -1 41148.23871 9  3
 156671192.94 0 -1 41148.23871 9  4
 2917709869.33 0 0 41148.3848 9  4
 time t = 1.87299092914e-009
 6992843.27789 0 -1 10000 4  0
 2845298674.5 0 0 41148.3848 4  7
