 time t = 0
 6992843.28438 0 -1 10000 2  0
 3385043589.43 0 0 41148.3848 2  6
 75056700.2237 0 0 41148.3848 2  8
 5615540648.94 0 0 41148.3848 2  9
 74569173.2588 0 0 41148.3848 2  15
 286403414.69 0 0 41148.3848 2  16
 1593994896.69 0 0 41148.3848 2  17
 time t = 2.81196935934e-011
 78808884.3319 0 -1 41148.23871 9  2
 78808884.3326 0 -1 41148.23871 9  3
 155724617.201 0 -1 41148.23871 9  4
 35256428.3414 0 0 41148.3848 9  2
 2900081654.98 0 0 41148.3848 9  4
 time t = 3.26878610436e-010
 6992843.27789 0 -1 10000 4  0
 2845298674.12 0 0 41148.3848 4  7
 2838427329.04 0 0 41148.3848 4  8
 6871345.6047 0 0 41148.3848 4  9
 2932444153.53 0 0 41148.3848 4  16
 2932444153.03 0 0 41148.3848 4  17
 time t = 3.92020258795e-010
 79483688.117 0 -1 41148.23871 7  2
 79483688.1157 0 -1 41148.23871 7  3
 154375009.633 0 -1 41148.23871 7  4
 85524295.1102 0 0 41148.3848 7  2
 2874947721.62 0 0 41148.3848 7  4
 time t = 4.3617067673e-010
 6992843.27789 0 -1 10000 4  0
 9729857.47629 0 0 41148.3848 4  7
 2845298674.7 0 0 41148.3848 4  8
 2835568817.14 0 0 41148.3848 4  9
 2932444152.99 0 0 41148.3848 4  13
 2932444153.07 0 0 41148.3848 4  17
 time t = 4.98499783885e-010
 78336430.8233 0 -1 41148.3848 13  2
 78336430.824 0 -1 41148.3848 13  3
 156672861.641 0 -1 41148.3848 13  4
 2765019196.98 0 0 41148.3848 13  4
 time t = 5.64729786579e-010
 6992843.27789 0 -1 10000 4  0
 2843450925.93 0 0 41148.3848 4  7
 1847748.4999 0 0 41148.3848 4  8
 2845298674.82 0 0 41148.3848 4  9
 2932444153.19 0 0 41148.3848 4  13
 2932444152.9 0 0 41148.3848 4  16
 time t = 6.9780482693e-010
 81788117.9426 0 -1 41148.23871 9  2
 81788117.9451 0 -1 41148.23871 9  3
 149766149.978 0 -1 41148.23871 9  4
 257187190.424 0 0 41148.3848 9  2
 2789116273.92 0 0 41148.3848 9  4
 time t = 1.19780482693e-009
 82123898.4864 0 -1 41148.23871 9  2
 82123898.4865 0 -1 41148.23871 9  3
 149094588.893 0 -1 41148.23871 9  4
 282200345.618 0 0 41148.3848 9  2
 2776609696.46 0 0 41148.3848 9  4
 time t = 1.39995665662e-009
 6992843.27789 0 -1 10000 4  0
 2845298674.5 0 0 41148.3848 4  7
 112777.445525 0 0 41148.3848 4  8
 2845185897.49 0 0 41148.3848 4  9
 2932444153.18 0 0 41148.3848 4  15
 2932444152.78 0 0 41148.3848 4  17
 time t = 1.56207201856e-009
 52553817.1641 0 -1 41148.3848 15  2
 52158532.0419 0 -1 41148.3848 15  3
 208632778.653 0 -1 41148.3848 15  4
 1841025192.43 0 0 41148.3848 15  2
 time t = 1.60059665136e-009
 6992843.28438 0 -1 10000 2  0
 3385043589.48 0 0 41148.3848 2  6
 5903.87328748 0 0 41148.3848 2  7
 5690591445.1 0 0 41148.3848 2  8
 1954757967.94 0 0 41148.3848 2  14
 209517.970466 0 0 41148.3848 2  15
 time t = 1.66435097371e-009
 104445365.355 0 -1 41148.0561 6  2
 104445365.368 0 -1 41148.0561 6  3
 104445365.361 0 -1 41148.0561 6  4
 3826430985.21 0 0 41148.3848 6  2
 time t = 1.68065991485e-009
 6992843.28438 0 -1 10000 2  0
 3385043589.51 0 0 41148.3848 2  6
 132.271024423 0 0 41148.3848 2  7
 5690597216.74 0 0 41148.3848 2  9
 1954951912.54 0 0 41148.3848 2  15
 15573.3699837 0 0 41148.3848 2  16
 time t = 1.73128959086e-009
 155751003.349 0 -1 41148.23871 9  2
 155751003.344 0 -1 41148.23871 9  3
 1840379.17227 0 -1 41148.23871 9  4
 5766872453.24 0 0 41148.3848 9  2
 34273642.6109 0 0 41148.3848 9  4
 time t = 1.74789169813e-009
 6992843.28438 0 -1 10000 2  0
 3385043589.48 0 0 41148.3848 2  6
 5679627349.04 0 0 41148.3848 2  7
 10969999.8938 0 0 41148.3848 2  8
 1954614321.83 0 0 41148.3848 2  13
 353164.085724 0 0 41148.3848 2  15
 time t = 1.7602134862e-009
 156056425.08 0 -1 41148.23871 7  2
 156056425.106 0 -1 41148.23871 7  3
 1229535.67954 0 -1 41148.23871 7  4
 5789624102.9 0 0 41148.3848 7  2
 22897817.5221 0 0 41148.3848 7  4
 time t = 1.90846798242e-009
 6992843.28438 0 -1 10000 2  0
