0	0	-1	0	1	0	-1	0	1	-1	0	1	0	-1	0	1	-2	-1	0	1	2	0
0	159.8778	4.722	4.722	4.722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159.8778	0	0	0	0	0	0	0	0	3.7868761251906	-3.7868761251906	3.7868761251906	0	0	0	0	0	0	0	0	0	0
4.722	0	0	0	0	0	0	0	0	0	0	0	2.18635395026656	-2.67772578763571	2.67772578763571	0	3.7868761251906	-2.67772578763571	1.54598570430748	0	0	-1
4.722	0	0	0	0	0	0	0	0	0	0	0	2.18635395026656	-2.67772578763571	0	2.67772578763571	0	2.67772578763571	-3.09197140861496	2.67772578763571	0	0
4.722	0	0	0	0	0	0	0	0	0	0	0	2.18635395026656	0	-2.67772578763571	2.67772578763571	0	0	1.54598570430748	-2.67772578763571	3.7868761251906	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	2.18635395026656	2.18635395026656	2.18635395026656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-2.67772578763571	-2.67772578763571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
0	0	2.67772578763571	0	-2.67772578763571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2.67772578763571	2.67772578763571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	3.7868761251906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
0	0	-2.67772578763571	2.67772578763571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
0	0	1.54598570430748	-3.09197140861496	1.54598570430748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2.67772578763571	-2.67772578763571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	3.7868761251906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
