 time t = 0
 6992843.28438 0 -1 10000 2  0
 3357307406.64 0 0 41148.3848 2  6
 5690597349.12 0 0 41148.3848 2  9
 159995407.62 0 0 41148.3848 2  10
 1823033883.9 0 0 41148.3848 2  17
 time t = 2.81188640492e-011
 156671192.919 0 -1 41148.23871 9  2
 156671192.946 0 -1 41148.23871 9  3
 5835419738.89 0 0 41148.3848 9  3
 time t = 1.85967263198e-010
 6992843.28438 0 -1 10000 3  0
 1108400758.5 0 0 41148.3848 3  13
 10621362967 0 0 41148.3848 3  14
 time t = 2.50141628927e-010
 205033756.063 0 -1 41148.3848 14  2
 108311622.613 0 -1 41148.3848 14  3
 7237019432.22 0 0 41148.3848 14  2
 time t = 2.69285111095e-010
 6992843.28438 0 -1 10000 2  0
 3357307406.69 0 0 41148.3848 2  6
 5690597348.59 0 0 41148.3848 2  9
 159995407.84 0 0 41148.3848 2  10
 1823033884.17 0 0 41148.3848 2  17
 time t = 3.34576262999e-010
 156671192.919 0 -1 41148.23871 9  2
 156671192.946 0 -1 41148.23871 9  3
 5835419738.89 0 0 41148.3848 9  3
 time t = 3.67734175571e-010
 6992843.28438 0 -1 10000 3  0
 4729697656.45 0 0 41148.3848 3  13
 7000066069.03 0 0 41148.3848 3  14
 time t = 4.98833196306e-010
 2354929.31886 0 -1 41148.3848 13  2
 310990449.357 0 -1 41148.3848 13  3
 83121284.852 0 0 41148.3848 13  2
 time t = 9.98833196306e-010
 101345103.348 0 -1 41148.3848 13  2
 212000275.327 0 -1 41148.3848 13  3
 3577149911.19 0 0 41148.3848 13  2
 time t = 1.17405170514e-009
 6992843.28438 0 -1 10000 2  0
 3357307406.55 0 0 41148.3848 2  6
 5690597349.23 0 0 41148.3848 2  9
 159995407.406 0 0 41148.3848 2  10
 1823033883.95 0 0 41148.3848 2  17
 time t = 1.34387121974e-009
 156671192.919 0 -1 41148.23871 9  2
 156671192.947 0 -1 41148.23871 9  3
 5835419738.96 0 0 41148.3848 9  3
 time t = 1.35736927411e-009
 6992843.28438 0 -1 10000 3  0
 10892305879.4 0 0 41148.3848 3  13
 837457846.068 0 0 41148.3848 3  14
 time t = 1.41732576934e-009
 288924434.856 0 -1 41148.3848 13  2
 24420943.8198 0 -1 41148.3848 13  3
 10198085377 0 0 41148.3848 13  2
 time t = 1.42374879768e-009
 6992843.28438 0 -1 10000 2  0
 3357307406.95 0 0 41148.3848 2  6
 5690597348.2 0 0 41148.3848 2  9
 159995407.743 0 0 41148.3848 2  10
 1823033884.54 0 0 41148.3848 2  17
 time t = 1.4743769801e-009
 156671192.927 0 -1 41148.23871 9  2
 156671192.939 0 -1 41148.23871 9  3
 5835419738.6 0 0 41148.3848 9  3
 time t = 1.49088654603e-009
 6992843.28438 0 -1 10000 3  0
 11014488525.4 0 0 41148.3848 3  13
 715275200.05 0 0 41148.3848 3  14
 time t = 1.50247432864e-009
 310036149.804 0 -1 41148.3848 13  2
 3309228.87157 0 -1 41148.3848 13  3
 10943259704.7 0 0 41148.3848 13  2
 time t = 1.58315468652e-009
 6992843.28438 0 -1 10000 2  0
 3357307407.44 0 0 41148.3848 2  6
 5690597348.58 0 0 41148.3848 2  9
 159995407.258 0 0 41148.3848 2  10
 1823033884.06 0 0 41148.3848 2  17
 time t = 1.6063654684e-009
 156671192.914 0 -1 41148.23871 9  2
 156671192.952 0 -1 41148.23871 9  3
 5835419739.13 0 0 41148.3848 9  3
 time t = 1.62476069563e-009
 6992843.28438 0 -1 10000 3  0
 9918330279.59 0 0 41148.3848 3  13
 1811433445.9 0 0 41148.3848 3  14
 time t = 1.64596365805e-009
 152580.357675 0 -1 41148.3848 13  2
 313192798.318 0 -1 41148.3848 13  3
 5385586.42569 0 0 41148.3848 13  2
