 time t = 0
 6992843.28438 0 -1 10000 2  0
 120112048.678 0 0 41143.3848 2  6
 168477418.041 0 0 41143.3848 2  9
 4534353.8544 0 0 41143.3848 2  10
 49353851.6256 0 0 41143.3848 2  17
 time t = 5e-010
 6992843.28438 0 -1 10000 2  0
 120112048.668 0 0 41143.3848 2  6
 168477418.058 0 0 41143.3848 2  9
 4534353.84602 0 0 41143.3848 2  10
 49353851.6292 0 0 41143.3848 2  17
 time t = 1e-009
 6992843.28438 0 -1 10000 2  0
 120112048.666 0 0 41143.3848 2  6
 168477418.049 0 0 41143.3848 2  9
 4534353.84662 0 0 41143.3848 2  10
 49353851.6398 0 0 41143.3848 2  17
 time t = 1.5e-009
 6992843.28438 0 -1 10000 2  0
 120112048.683 0 0 41143.3848 2  6
 168477418.029 0 0 41143.3848 2  9
 4534353.85589 0 0 41143.3848 2  10
 49353851.6297 0 0 41143.3848 2  17
 time t = 1.91359790802e-009
 103652613.006 0 -1 41148.0553529 6  2
 208723579.665 0 -1 41148.0553529 6  3
 110489533.461 0 0 41143.3848 6  3
 time t = 2.41359790802e-009
 103652613.004 0 -1 41148.0553529 6  2
 208723579.69 0 -1 41148.0553529 6  3
 110489533.459 0 0 41143.3848 6  3
 time t = 2.89573704665e-009
 6992843.28438 0 -1 10000 3  0
 284123289.71 0 0 41143.3848 3  13
 269527.370897 0 0 41143.3848 3  14
 7.21026829776 0 0 41143.3848 3  18
 4.92404911839 0 0 41143.3848 3  19
 time t = 3.39573704665e-009
 6992843.28438 0 -1 10000 3  0
 284416008.468 0 0 41143.3848 3  13
 3378.80525569 0 0 41143.3848 3  14
 6.62474751975 0 0 41143.3848 3  18
 5.51070361932 0 0 41143.3848 3  19
 time t = 3.89573704665e-009
 6992843.28438 0 -1 10000 3  0
 284228660.373 0 0 41143.3848 3  13
 217279.013838 0 0 41143.3848 3  14
 3.59647379909 0 0 41143.3848 3  18
 8.54011024841 0 0 41143.3848 3  19
 time t = 4.39573704665e-009
 6992843.28438 0 -1 10000 3  0
 254155.084728 0 0 41143.3848 3  13
 284218318.334 0 0 41143.3848 3  14
 5.07823119704 0 0 41143.3848 3  18
 7.05948506833 0 0 41143.3848 3  19
 time t = 4.89573704665e-009
 6992843.28438 0 -1 10000 3  0
 284498934.107 0 0 41143.3848 3  13
 55.2544390568 0 0 41143.3848 3  14
 8.91543537872 0 0 41143.3848 3  18
 3.2234121827 0 0 41143.3848 3  19
 time t = 5.39573704665e-009
 6992843.28438 0 -1 10000 3  0
 268953.633912 0 0 41143.3848 3  13
 284256533.576 0 0 41143.3848 3  14
 4.98732613216 0 0 41143.3848 3  18
 7.15265210202 0 0 41143.3848 3  19
 time t = 5.89573704665e-009
 6992843.28438 0 -1 10000 3  0
 284047267.591 0 0 41143.3848 3  13
 504699.368582 0 0 41143.3848 3  14
 6.42580459944 0 0 41143.3848 3  18
 5.71530344024 0 0 41143.3848 3  19
 time t = 6.31940065379e-009
 4912.59989504 0 -1 41148.3848 13  2
 313340451.276 0 -1 41148.3848 13  3
 4141.9948246 0 0 41143.3848 13  2
 time t = 6.81940065379e-009
 313204370.95 0 -1 41148.3848 13  2
 140992.963898 0 -1 41148.3848 13  3
 264098743.664 0 0 41143.3848 13  2
 time t = 7.31940065379e-009
 312974366.496 0 -1 41148.3848 13  2
 370997.374227 0 -1 41148.3848 13  3
 263929306.71 0 0 41143.3848 13  2
 time t = 7.81940065379e-009
 98669.384811 0 -1 41148.3848 13  2
 313246694.49 0 -1 41148.3848 13  3
 83214.9896816 0 0 41143.3848 13  2
 time t = 8.31940065379e-009
 313278363.257 0 -1 41148.3848 13  2
 67000.6205666 0 -1 41148.3848 13  3
 264234675.081 0 0 41143.3848 13  2
 time t = 8.81940065379e-009
 161786.302252 0 -1 41148.3848 13  2
 313183577.574 0 -1 41148.3848 13  3
 136471.319064 0 0 41143.3848 13  2
 time t = 9.31940065379e-009
 406167.154915 0 -1 41148.3848 13  2
 312939196.721 0 -1 41148.3848 13  3
 342645.19232 0 0 41143.3848 13  2
 time t = 9.81940065379e-009
 549370.638869 0 -1 41148.3848 13  2
 312795993.235 0 -1 41148.3848 13  3
 463495.430147 0 0 41143.3848 13  2
 time t = 1.03194006538e-008
 312860679.478 0 -1 41148.3848 13  2
 484684.403346 0 -1 41148.3848 13  3
 263980066.882 0 0 41143.3848 13  2
 time t = 1.08194006538e-008
 624660.53504 0 -1 41148.3848 13  2
 312720703.324 0 -1 41148.3848 13  3
 527113.727258 0 0 41143.3848 13  2
 time t = 1.13194006538e-008
 313026901.227 0 -1 41148.3848 13  2
 318462.678836 0 -1 41148.3848 13  3
 264169087.108 0 0 41143.3848 13  2
 time t = 1.18194006538e-008
 65921.3191788 0 -1 41148.3848 13  2
 313279442.557 0 -1 41148.3848 13  3
 55637.3283036 0 0 41143.3848 13  2
 time t = 1.23194006538e-008
 313319281.634 0 -1 41148.3848 13  2
 26082.2478615 0 -1 41148.3848 13  3
 264464578.918 0 0 41143.3848 13  2
 time t = 1.28194006538e-008
 313255263.874 0 -1 41148.3848 13  2
 90099.9929479 0 -1 41148.3848 13  3
 264434886.262 0 0 41143.3848 13  2
 time t = 1.33194006538e-008
 313345016.404 0 -1 41148.3848 13  2
 347.472108264 0 -1 41148.3848 13  3
 264534984.144 0 0 41143.3848 13  2
 time t = 1.35395986374e-008
 6992843.28438 0 -1 10000 2  0
 104094144.519 0 0 41143.3848 2  6
 146741401.423 0 0 41143.3848 2  9
 3955259.21856 0 0 41143.3848 2  10
 43152395.4283 0 0 41143.3848 2  17
 1.7110312739 0 0 41143.3848 2  18
 1.2988564727 0 0 41143.3848 2  19
 time t = 1.40395986374e-008
 6992843.28438 0 -1 10000 2  0
 104084230.542 0 0 41143.3848 2  6
 146727425.696 0 0 41143.3848 2  9
 3954882.53321 0 0 41143.3848 2  10
 43148285.5727 0 0 41143.3848 2  17
 1.5940923469 0 0 41143.3848 2  18
 1.41550865891 0 0 41143.3848 2  19
 time t = 1.45395986374e-008
 6992843.28438 0 -1 10000 2  0
 104074312.987 0 0 41143.3848 2  6
 146713444.933 0 0 41143.3848 2  9
 3954505.68725 0 0 41143.3848 2  10
 43144174.2365 0 0 41143.3848 2  17
 1.87167674351 0 0 41143.3848 2  18
 1.13763670188 0 0 41143.3848 2  19
 time t = 1.50395986374e-008
 6992843.28438 0 -1 10000 2  0
 104064391.849 0 0 41143.3848 2  6
 146699459.099 0 0 41143.3848 2  9
 3954128.73053 0 0 41143.3848 2  10
 43140061.4113 0 0 41143.3848 2  17
 1.55041186884 0 0 41143.3848 2  18
 1.45861428494 0 0 41143.3848 2  19
 time t = 1.55395986374e-008
 6992843.28438 0 -1 10000 2  0
 104054467.129 0 0 41143.3848 2  6
 146685468.257 0 0 41143.3848 2  9
 3953751.59801 0 0 41143.3848 2  10
 43135947.1017 0 0 41143.3848 2  17
 2.37777536391 0 0 41143.3848 2  18
 time t = 1.60395986374e-008
 6992843.28438 0 -1 10000 2  0
 104044538.83 0 0 41143.3848 2  6
 146671472.338 0 0 41143.3848 2  9
 3953374.35297 0 0 41143.3848 2  10
 43131831.3089 0 0 41143.3848 2  17
 2.62710886164 0 0 41143.3848 2  18
 time t = 1.65395986374e-008
 6992843.28438 0 -1 10000 2  0
 104034606.952 0 0 41143.3848 2  6
 146657471.38 0 0 41143.3848 2  9
 3952996.97444 0 0 41143.3848 2  10
 43127714.0297 0 0 41143.3848 2  17
 1.85756568503 0 0 41143.3848 2  18
 1.15059948585 0 0 41143.3848 2  19
 time t = 1.70395986374e-008
