0 -5 
1e-009 -5 
2e-009 -5 
3.5e-009 -5 
4e-009 -5 
5e-009 -5 
6e-009 -5 
7e-009 -5 
8e-009 -5 
9e-009 -5 
1.05e-008 -5 
1.15e-008 -5 
1.25e-008 -5 
